text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority
it is not my order,logistics,0,0,1,wrong_delivery,0,3,2
passbook printing facility required at branch,logistics,1,1,4,fallback_support,1,0,0
delivery always reschedule mark consignee not available,logistics,1,1,4,fallback_support,1,0,0
continue with same spirit,logistics,1,1,4,fallback_support,1,0,0
extremely poor service courier did not deliver card at office address official complaint raised,logistics,0,0,4,support,0,3,2
wrong item delivered,logistics,1,0,4,fallback_support,0,0,0
product different from video shown,logistics,1,1,4,fallback_support,1,0,0
who abishek,logistics,1,1,4,fallback_support,1,0,0
video kyc interrupted multiple times,logistics,1,1,4,fallback_support,1,0,0
item damaged,logistics,0,0,2,damage_lost,0,4,3
delivery executive missed call no follow up,logistics,0,0,4,support,1,2,1
bad service,logistics,0,0,4,fallback_support,0,3,2
service not liked,logistics,1,1,4,fallback_support,1,0,0
wrong flip cover delivered instead of ordered product,logistics,0,0,4,fallback_support,0,3,2
prompt delivery without unnecessary calls,logistics,1,1,4,support,2,0,0
parcel delivered to wrong floor wrong person,logistics,0,0,1,wrong_delivery,0,3,2
delivery person didnt call held consignment,logistics,0,0,5,tracking,1,0,0
it is ok,logistics,1,1,4,fallback_support,1,0,0
parcel delayed despite multiple complaints,logistics,0,0,0,delay,0,3,2
delivery executive lied,logistics,0,0,4,fallback_support,1,0,1
not delivered,logistics,0,0,4,fallback_support,0,3,2
doorstep delivery no unnecessary calls satisfied,logistics,2,2,4,support,2,1,0
forced market pickup not doorstep delivery risky for bank documents,logistics,1,1,4,fallback_support,1,0,0
item not deliver,logistics,1,1,4,fallback_support,1,0,0
order delayed,logistics,0,0,0,delay,0,3,2
delivery agent called and delivered to office address,logistics,1,1,4,support,1,0,0
love product quality excellent,logistics,2,2,4,fallback_support,2,1,0
delivery person talked rudely no manners during delivery,logistics,0,0,3,behaviour,0,3,2
okay,logistics,1,1,4,fallback_support,1,0,0
delivery staff behaviour was good,logistics,2,2,3,behaviour,2,1,0
thank you service appreciated,logistics,2,2,4,fallback_support,2,1,0
quick service,logistics,2,2,4,fallback_support,2,1,0
credit card features miscommunicated,logistics,1,1,4,fallback_support,1,0,0
bad service received,logistics,0,0,4,fallback_support,0,3,2
really appreciate delivery partner patience dedication,logistics,2,2,4,fallback_support,2,1,0
item not delivered to me,logistics,0,0,4,fallback_support,0,3,2
not time delivery,logistics,1,1,4,fallback_support,1,0,0
order received safely,logistics,2,2,4,fallback_support,2,1,0
behaviour not good,logistics,0,0,3,behaviour,2,1,2
did not like product quality,logistics,0,0,4,fallback_support,1,0,1
bad experience with delivery staff cheap service,logistics,0,0,4,fallback_support,0,3,2
delivery partner demanded extra charges to deliver at my address,logistics,0,0,6,pricing,1,0,0
humble excellent service,logistics,2,2,4,fallback_support,2,1,0
size not perfect,logistics,1,2,4,fallback_support,2,0,0
best agent,logistics,1,1,4,fallback_support,1,0,0
not received any courier,logistics,0,0,2,damage_lost,0,4,3
Not proper service,logistics,0,0,4,fallback_support,1,0,1
super fast service,logistics,2,2,4,fallback_support,2,1,0
dont receive anything,logistics,1,1,4,fallback_support,1,0,0
share delivery date time in advance,logistics,1,1,4,fallback_support,1,0,0
ruthless aggressive delivery boy,logistics,0,0,4,fallback_support,1,0,1
want return my order,logistics,1,1,7,refund,1,0,0
poor internal team coordination,logistics,1,1,4,fallback_support,0,0,0
please call before delivery otherwise service superb,logistics,2,2,4,support,2,1,0
zero balance account misrepresented minimum balance demanded scam,logistics,0,0,4,fallback_support,1,4,3
good person delivery staff,logistics,2,2,4,fallback_support,2,1,0
item damaged please return this,logistics,0,0,2,damage_lost,0,4,3
no home delivery available,logistics,1,1,4,fallback_support,1,0,0
bad courier experience lifetime worst,logistics,1,0,4,fallback_support,0,0,0
delivery agent rude communication,logistics,0,0,3,behaviour,0,3,2
defective item,logistics,1,1,4,fallback_support,1,0,0
Everything looks good but no email transaction alerts received,logistics,2,2,4,fallback_support,2,1,0
delivery person lacks customer behaviour will not recommend bluedart,logistics,0,0,3,behaviour,1,0,2
no call received,logistics,1,1,3,behaviour,1,0,0
order delayed had to collect myself,logistics,0,0,0,delay,0,3,2
same day delivery started by bluedart great service,logistics,2,2,4,fallback_support,2,1,0
easy account opening within 2 minutes,logistics,2,2,4,fallback_support,2,1,0
order arrived damaged,logistics,1,0,2,damage_lost,0,3,3
koi deliver karne aaya hi tha,logistics,1,1,4,fallback_support,1,0,0
delivery staff rude attitude,logistics,0,0,3,behaviour,0,3,2
delivery agent did not call status shows delivered,logistics,0,0,3,behaviour,1,0,2
exllent,logistics,1,1,4,fallback_support,1,0,0
order not same,logistics,0,0,4,fallback_support,1,0,1
wrong item received need details,logistics,1,0,4,fallback_support,0,0,0
like the service,logistics,2,2,4,fallback_support,2,1,0
delivery person was rude and misbehaved on calls,logistics,0,0,3,behaviour,0,3,2
poor internal team,logistics,1,1,4,fallback_support,0,0,0
delivery boy behaviour very bad,logistics,0,0,3,behaviour,0,3,2
did not receive product no call from executive,logistics,0,0,2,damage_lost,0,4,3
delivery boy polite redelivered next day,logistics,2,2,4,fallback_support,2,1,0
so much delay not deliver my home do multiple follow up,logistics,0,0,0,delay,0,3,2
very good delivery on time polite staff,logistics,2,2,4,fallback_support,2,1,0
wrong system update no courier received,logistics,0,0,4,fallback_support,0,3,2
single item received instead of full order,logistics,1,1,4,fallback_support,1,0,0
delivery boy behaviour not good,logistics,0,0,3,behaviour,2,1,2
package damaged despite fragile sticker,logistics,1,0,2,damage_lost,0,3,3
delivery agent did not come for delivery,logistics,1,1,4,fallback_support,1,0,0
swift delivery,logistics,1,1,4,fallback_support,1,0,0
open package delivery would good,logistics,1,2,4,fallback_support,2,1,0
last time had a bad experience,logistics,0,0,4,fallback_support,0,3,2
it day late from estimate delivery,logistics,1,0,0,delay,0,0,1
positive experience respectful delivery boy,logistics,2,2,4,fallback_support,2,1,0
delivery person reached my home and delivered successfully very good service,logistics,2,2,4,fallback_support,2,1,0
food,logistics,1,1,4,fallback_support,1,0,0
product not received yet,logistics,1,1,2,damage_lost,0,0,0
delivery person didnt visit house forced outlet pickup,logistics,1,1,4,fallback_support,1,0,0
hamara company hai ki bar paisa liya jata hai,logistics,1,1,4,fallback_support,1,0,0
out for delivery in morning received after evening,logistics,1,1,4,fallback_support,1,0,0
no requirement excellent service,logistics,2,2,4,fallback_support,2,1,0
delivery boy poor behaviour,logistics,0,0,3,behaviour,0,3,2
very good experience,logistics,2,2,4,fallback_support,2,1,0
Reduce atiny Amount of ROI,logistics,1,1,4,fallback_support,1,0,0
return requested wrong product delivered,logistics,1,0,7,refund,0,0,0
tampered packaging wrong item and unreachable contact numbers,logistics,0,0,2,damage_lost,0,4,3
want cancel order,logistics,1,1,4,fallback_support,1,0,0
staff very helpful,logistics,2,2,4,fallback_support,2,1,0
reduce delivery charge request,logistics,1,1,4,fallback_support,1,0,0
very good service appreciate thanks,logistics,2,2,4,fallback_support,2,1,0
well service but nothing special,logistics,1,1,4,fallback_support,1,0,0
parcel not received without handover,logistics,0,0,2,damage_lost,0,4,3
delivery not attempted had to go office,logistics,0,0,0,delay,0,3,2
fail deliver parcel irresponsible had to reach depo,logistics,0,0,4,fallback_support,1,0,1
delivery not attempted had to collect from office staff rude,logistics,0,0,0,delay,0,3,2
impressed,logistics,1,1,4,fallback_support,1,0,0
great delivery representative,logistics,2,2,4,fallback_support,2,1,0
disappointedworst servicewouldnt recommend anyone n if someone tell or ask use bluedart surely make assure that he also doesnt use bluedart courier in his whole life,logistics,0,0,4,fallback_support,0,3,2
delivery executive insisted customer come downstairs refused doorstep delivery,logistics,0,0,4,fallback_support,1,0,1
parcel delivery week late,logistics,1,0,0,delay,0,0,1
very fast on time delivery,logistics,2,2,4,fallback_support,2,1,0
jst leave it in door,logistics,1,1,4,fallback_support,1,0,0
it take more than minute after approval of entry campus deliver package package deliver with out collect otp otp send me after delivery of package,logistics,1,1,4,fallback_support,1,0,0
improve delivery timing,logistics,1,1,4,fallback_support,1,0,0
well,logistics,1,1,4,fallback_support,1,0,0
khagaul centre deliberately dont deliver prepaid material false customer not available remark,logistics,0,0,4,fallback_support,1,0,1
worst experience extremely poor service shipment not delivered on time no support forced to collect from far location,logistics,0,0,0,delay,0,3,2
parcel deliver wrong address in building,logistics,0,0,1,wrong_delivery,0,3,2
not deliver,logistics,0,0,4,fallback_support,1,0,1
avoid bluedart poor service experience,logistics,0,0,4,fallback_support,0,3,2
broken bottle received,logistics,1,1,2,damage_lost,0,0,0
delivery agent marked self delivered,logistics,1,1,4,fallback_support,1,0,0
parcel delivered to someone else,logistics,1,1,4,fallback_support,1,0,0
order marked delivered but partially missing,logistics,0,0,4,fallback_support,0,3,2
wrong package received from seller,logistics,0,0,4,fallback_support,0,3,2
since you already customer connect ensure notify him on wa or through call so that he she would availablegood receive my both courier today itself,logistics,0,0,4,support,2,1,1
nice product very good,logistics,2,2,4,fallback_support,2,1,0
product damage packing open item total damaged,logistics,1,0,2,damage_lost,0,3,3
polite interaction,logistics,1,1,4,fallback_support,2,0,0
fake fraud platform allowed wrong product delivery,logistics,0,0,4,fallback_support,0,4,3
goob,logistics,1,1,4,fallback_support,1,0,0
welcome kit delivery delayed over a week disappointing,logistics,0,0,0,delay,0,3,2
charges high,logistics,1,1,4,fallback_support,1,0,0
delivery rider unresponsive,logistics,0,0,4,fallback_support,1,0,1
delivery boy provided excellent service,logistics,2,2,4,fallback_support,2,1,0
delivery delayed,logistics,1,0,0,delay,0,2,2
delivery boy rude but at least delivered order,logistics,1,0,3,behaviour,0,3,2
status shows delivered but not received,logistics,0,0,2,damage_lost,0,4,3
sumeran attitude always help company,logistics,1,1,4,fallback_support,1,0,0
very satisfied,logistics,2,2,4,fallback_support,2,1,0
it is excellent service,logistics,2,2,4,fallback_support,2,1,0
your service excellent,logistics,2,2,4,fallback_support,2,1,0
top notch delivery overall,logistics,1,1,4,fallback_support,1,0,0
delivery confirmation sms without delivery,logistics,1,1,4,fallback_support,1,0,0
order one but he deliver two,logistics,1,1,4,fallback_support,1,0,0
delivery failed after multiple attempts poor support,logistics,0,0,0,delay,0,3,2
parcel received but not handed properly,logistics,1,1,4,fallback_support,1,0,0
wrong product delivered by vendor,logistics,0,0,4,fallback_support,0,3,2
order delivered before expected date,logistics,1,1,4,fallback_support,1,0,0
person who come for delivery helpful,logistics,2,2,4,fallback_support,2,1,0
forced self pickup very bad service,logistics,0,0,4,fallback_support,0,3,2
0,logistics,1,1,4,fallback_support,1,0,0
timely delivery not done across regions,logistics,1,1,4,fallback_support,2,0,0
go get parcel they didnt deliver,logistics,1,1,4,fallback_support,1,0,0
full payment received mattress delivered after one week,logistics,0,0,4,fallback_support,1,0,1
delivery service very poor,logistics,0,0,4,fallback_support,0,3,2
delivery person impolite refused doorstep delivery repeatedly,logistics,0,0,3,behaviour,2,0,2
bank staff behaviour very good,logistics,2,2,3,behaviour,2,1,0
need return product,logistics,1,1,7,refund,1,0,0
all good,logistics,1,2,4,fallback_support,2,1,0
kit not received,logistics,0,0,2,damage_lost,0,4,3
very bad delivery boy not attend call,logistics,0,0,4,support,0,3,2
my shipment not deliver,logistics,0,0,4,fallback_support,1,0,1
please keep promises,logistics,1,1,4,fallback_support,1,0,0
good service delivery executive polite humble,logistics,2,2,4,fallback_support,2,1,0
package delivery confusion recipient mismatch,logistics,1,1,4,fallback_support,1,0,0
parcel not delivered after otp verification,logistics,0,0,4,fallback_support,0,3,2
courier marked delivered without call or visit,logistics,0,0,4,support,1,0,1
ok service,logistics,1,1,4,fallback_support,1,0,0
package attempt failed due to meeting rider marked consignee not found,logistics,1,1,4,fallback_support,1,0,0
still not delivered,logistics,0,0,4,fallback_support,0,3,2
name mismatch no confirmation or call received,logistics,1,1,4,support,1,0,0
need more branches suggestion,logistics,1,1,4,fallback_support,1,0,0
order handed to unknown person without call,logistics,0,0,4,support,1,0,1
pathetic service false updates,logistics,0,0,4,fallback_support,1,0,1
need more nearby branches,logistics,1,1,4,fallback_support,1,0,0
package leaking inside,logistics,0,0,2,damage_lost,0,4,3
even after giving rating process is cumbersome no punctuality or sense of time,logistics,0,0,4,fallback_support,1,0,1
delivery not on my address very bad experience,logistics,0,0,4,fallback_support,0,3,2
damaged product not returnable disappointed,logistics,0,0,2,damage_lost,0,4,3
