text,industry,sentiment,customer_intent,primary_aspect,aspect_sentiment,emotion,priority
I have to collect my parcel from blue dart office,logistics,0,1,4,1,0,1
fast  and polite,logistics,2,2,4,2,1,0
Good courier service blue dart,logistics,2,2,4,2,1,0
Good Experience and delivery was fast.,logistics,2,2,4,2,1,0
Good Men ?,logistics,2,2,4,2,1,0
Excellent ? job good,logistics,2,2,4,2,1,0
Best service. Nothing to improve upon.,logistics,2,2,4,2,1,0
Timely delivered my order thanx to blue dart and courier boy,logistics,2,2,4,2,1,0
The box was severely damaged and out of shape. Some of the contents inside the box were also damaged but they are in usable condition. Did not expect this kind of package handling from Blue Dart.,logistics,0,1,2,0,5,3
Nice guy .,logistics,2,2,4,2,1,0
Goood service tq,logistics,2,2,4,2,1,0
1 day delivery from Mumbai,logistics,2,2,4,2,1,0
Jaisa expact ki waisa bilkul bhi nhi h,logistics,0,1,4,1,0,1
Gwh,logistics,1,5,4,1,0,0
Already too good delivery,logistics,2,2,4,2,1,0
Delivery was in time and with good manner,logistics,2,2,4,2,1,0
Very nice bheviour and good man,logistics,2,2,4,2,1,0
An excellent services,logistics,2,2,4,2,1,0
How can we return our product,logistics,1,3,4,1,0,0
Very Nice delivered,logistics,2,2,4,2,1,0
Kudos to BlueDart_ for their outstanding service!My parcel was delivered on time,logistics,2,2,4,2,1,0
The delivery staff was very friendly and he helped us very much,logistics,2,2,4,2,1,0
Polite talk and timely delivery,logistics,2,2,4,2,1,0
??? late service late 15days late,logistics,0,0,0,0,4,2
My parcel reached your delhi hub but  date 28 he didn't reach my location. And your Best delivery partner said I don't receive the call. Very liars my special one b'day Nikal gya ? apke delivery partner ki Vajah se. And kal bhi mei apna parcel self jakar lekar aya hu apke hub se... Blue dart your delivery experience is -10Thank you Very much,logistics,0,1,4,2,1,1
verry Good services,logistics,2,2,4,2,1,0
Could have been a day earlier. But Alas the weather!,logistics,1,5,4,1,0,0
I didn't recieved this order as i was out of town. And no one on my behalf recieved this order. It was supposed to be returned but it was forcibly delivered somewhere which i also don't know.,logistics,0,1,4,1,0,1
I want  refund I don't want this item it changed,logistics,0,1,7,0,5,3
Quick delivery and it's absolutely good ?,logistics,2,2,4,2,1,0
Not delivered on time delay more then 3days,logistics,0,0,0,0,4,2
Thank you this it was good,logistics,2,2,4,2,1,0
He is professional and very polite. Wish him success in work space.,logistics,2,2,4,2,1,0
Keep up the good work by delivering shipments before or during the due time.,logistics,2,2,4,2,1,0
Best service best currier patner,logistics,2,2,4,2,1,0
I received message of delivery but actually there was no parcel courier received by us. Please call immediately on my mobile number 9820131216.,logistics,0,1,4,1,0,1
Shipment mot delivered,logistics,0,1,4,1,0,1
Time period of arrival would be of great help,logistics,1,2,4,2,1,0
Excellent service and politely behavior,logistics,2,2,4,2,1,0
Hh ki igi,logistics,1,5,4,1,0,0
delivered on time and good delivery experience,logistics,2,2,4,2,1,0
A contact number of the delivery agent or a call before starting from the warehouse,logistics,1,5,4,1,0,0
Please improve on line tracking system and delivery lead time .,logistics,1,3,5,1,0,1
???? ????? ?????? ?? ?????? ?? ????? ???? ?? ??? ???,logistics,1,5,4,1,0,0
Hshshej,logistics,1,5,4,1,0,0
It's was all fine on the time of delivery,logistics,2,2,4,2,1,0
It was fine .,logistics,1,5,4,1,2,0
Wrong item is delivered to me. Mt product is missing,logistics,0,1,4,0,4,2
gentle man deliver me courier,logistics,2,2,4,2,1,0
Delivery person is very good & polite.,logistics,2,2,4,2,1,0
Delevery man says rudely,logistics,0,1,3,0,4,2
Great courier delivery,logistics,2,2,4,2,1,0
If approximate time period is given,logistics,1,5,4,1,0,0
Very very very very very good,logistics,2,2,4,2,1,0
Verry good sirvice ??????,logistics,2,2,4,2,1,0
Very good service and delivered very early then expected,logistics,2,2,4,2,1,0
Nice management,logistics,2,2,4,2,1,0
Today fake product want return,logistics,0,1,4,0,4,2
We always recommend to everyone for your services and it's excellent ??,logistics,2,2,4,2,1,0
I like you service good quality and satisfied your the best ? Thanks,logistics,2,2,4,2,1,0
It was nice delivery experience with blue Dart,logistics,2,2,4,2,1,0
Unsafe delivery without OTP validation on prepaid item.,logistics,0,1,4,1,6,3
You great ?,logistics,2,2,4,2,1,0
Completely defferent product mere sath scam ho gaya,logistics,0,1,4,1,5,3
Please keep it up this good work.,logistics,2,2,4,2,1,0
Original product nhi ha jo dikhaya tha 100wale lower ha,logistics,0,1,4,1,0,1
I have not received it!,logistics,0,1,2,0,5,3
Over let the product,logistics,1,5,4,1,0,0
It was easy to get my parcel,logistics,2,2,4,2,1,0
Delivery executive was so polite. Services are awesome.,logistics,2,2,4,2,1,0
Good. Delivered in time in good condition.,logistics,2,2,4,2,1,0
Anytime good delivery,logistics,2,2,4,2,1,0
nbb,logistics,1,5,4,1,0,0
Awesome service delivery tooFast. Polite behaviour of the delivery person.,logistics,2,2,4,2,1,0
Twice this package was returned undelivered. But no one contacted me. Also I'm living in this address for the past 25 years. The address is also very much in the City location only. Don't know why it is was returned back,logistics,0,1,4,1,0,1
Good services but one day late my parcle,logistics,1,0,0,0,1,1
Ir is goid now,logistics,2,2,4,2,1,0
?too good,logistics,2,2,4,2,1,0
Very poor quality product. Not to usable.,logistics,0,1,4,0,4,2
Not received however incorrect Confirmation msg received that order was delevired.,logistics,0,1,2,0,5,3
Delivery boy had a good behaviour,logistics,2,2,4,2,1,0
Very Cool and Good series,logistics,2,2,4,2,1,0
Blue dart has always been super logistics company.its fast and the best of best.,logistics,2,2,4,2,1,0
Please inform name of delivery agent to enable to adjust the time of delivery.,logistics,1,5,4,1,0,0
Before time delivery Savage ?,logistics,2,2,4,2,1,0
On time delivery.n I m satisfied.. thanks ?,logistics,2,2,4,2,1,0
The product quality is very bad.   There is no shine in gems . And looks like it's made in hurry and has not stick the gems properly. The product is not much good.,logistics,0,1,4,0,4,2
Very good service by the delivery persons,logistics,2,2,4,2,1,0
Delivery agent was good ?? and also polite,logistics,2,2,4,2,1,0
Good service polite and fast,logistics,2,2,4,2,1,0
Thank u for the material,logistics,2,2,4,2,1,0
Very fast service i am happy customer,logistics,2,2,4,2,1,0
Mkjjh,logistics,1,5,4,1,0,0
Excellent logistic service by the delivery man,logistics,2,2,4,2,1,0
First delivery boy call me & told that he not able to deliver in my door step he asked me to collect the parcel from my bus stand which 2km far from my home.After that I have raised complaint in pharmacy portal then he delivered my door step. So please inform your all delivery executive please don't harrasment to customer.,logistics,0,1,4,0,5,3
Polite and nice person.,logistics,2,2,4,2,1,0
Delivery was rescheduled with a reason that was untrue. I was present at the address during original delivery schedule. And suddenly it was rescheduled saying consignee not available which was completely false.,logistics,0,1,4,1,0,1
Delivery person was friendly and co operativeTimely Delivered,logistics,2,2,4,2,1,0
Awesome delivery person very kind,logistics,2,2,4,2,1,0
Good service best also good person..,logistics,2,2,4,2,1,0
Amazing service.. keep up the good work. Thanks Team.,logistics,2,2,4,2,1,0
faithful products only can be do this.,logistics,1,5,4,1,0,0
???? ?? ??? ??????? ???? ???? ????? ????,logistics,1,5,4,1,0,0
Best executives i have ever meet,logistics,2,2,4,2,1,0
By calling 2-3 hour before delivery,logistics,1,5,4,1,0,0
It's too good . This product works very good well.,logistics,2,2,4,2,1,0
Dilevery is delayed,logistics,0,0,0,0,4,2
Incomplete and torn Delivery and 4 days behind the expected date,logistics,0,1,2,0,5,3
Awsome experience..its on time,logistics,2,2,4,2,1,0
Your services are so good and on time delivery,logistics,2,2,4,2,1,0
The delivery person not at all to handle a customer softly. His talk is so bitterly. On my side the delivery person should be punishable,logistics,0,1,4,1,0,1
Delivery partner was patient,logistics,2,2,4,2,1,0
The card was damaged in transit and the associate hid the card from me before taking my signature to confirm delivery and then refused to take the consignment back when I asked him to.,logistics,0,1,2,0,5,3
Delivery man was kind enough to safely handover the product.,logistics,2,2,4,2,1,0
on time delivery..,logistics,2,2,4,2,1,0
The product is not that I ordered the product is different,logistics,0,1,4,1,0,1
Time perfect,logistics,2,2,4,2,1,0
Ateekahmad,logistics,1,5,4,1,0,0
The package was not received by me. It was just kept at security and left. This being a sensitive and important document,logistics,0,1,2,0,5,3
Service very good ??,logistics,2,2,4,2,1,0
Well ontimed delivered,logistics,2,2,4,2,1,0
Your delivery method are good,logistics,2,2,4,2,1,0
Very well mannered n timely,logistics,2,2,4,2,1,0
Fast and speedy delivery service,logistics,2,2,4,2,1,0
Please deliver the order quickly. My order did not arrive on time so try to deliver it a little quickly.,logistics,0,1,4,2,0,1
Send the message on the mobile the day the courier has to be received by tge person at residence so we don't have to wait for the courier person.,logistics,1,5,4,1,0,0
The delivery person was so helpful and polite with minimal calling.,logistics,2,2,4,2,1,0
Excellent service and also delivery boy behavior is very good,logistics,2,2,4,2,1,0
A reliable courier service,logistics,2,2,4,2,1,0
Blue dart in Kanchipuram has not delivered many of my packages ( cod),logistics,0,0,4,0,4,2
You guys are amezing ??you don't need to improve yourself... you're Perfect ??,logistics,2,2,4,2,1,0
The delivery man is a very sorted and always smiling guy.Very very pleasant behaviour,logistics,2,2,4,2,1,0
Very good service nice and sweet deliverey boy,logistics,2,2,4,2,1,0
No need to change anything ??,logistics,2,2,4,2,1,0
Nice quick,logistics,2,2,4,2,1,0
Dileveryman is very good manners,logistics,2,2,4,2,1,0
No good sarvis,logistics,0,1,4,2,1,1
I was not able to pickup the call due to a Mobile Problem ( Ringtone ) Still the DELIVERY MAN knocked on my doorstep and delivered it to me Successfully,logistics,2,1,4,0,0,0
Delivery staff very cooperative and polite. Helps everytime he visits,logistics,2,2,4,2,1,0
Gode,logistics,1,5,4,1,0,0
I want to return my order because I ordered something else and received something else so return my money back to me !,logistics,0,1,7,0,5,3
He was so polite.,logistics,2,2,4,2,1,0
Thanks for delivery fast,logistics,2,2,4,2,1,0
AExcellent,logistics,2,2,4,2,1,0
"Delivery man/person can add ""Thank you"" or ""Have a nice day"" after delivery",logistics,1,2,4,2,1,0
Nice service by tushar,logistics,2,2,4,2,1,0
Good service Bhot cute,logistics,2,2,4,2,1,0
Need to be more proactive wrt collection of shipment from originator like sbi cards as they are in the job of fooling customers wrt dispatch details,logistics,1,5,4,1,2,0
Jjvcc,logistics,1,5,4,1,0,0
over all service is good,logistics,2,2,4,2,1,0
Vbgg of,logistics,1,5,4,1,0,0
Extra delivery charge,logistics,0,1,4,1,0,1
The delivery person was extremely cooperative and helpful.,logistics,2,2,4,2,1,0
Call and update before delivery of consignment,logistics,1,3,5,1,0,1
Osam in time delivery,logistics,2,2,4,2,1,0
I didnt receive the parcel at all,logistics,0,1,4,1,0,1
I m happy with this,logistics,2,2,4,2,1,0
Proper msg,logistics,1,5,4,1,0,0
He is a good gay,logistics,2,2,4,2,1,0
My delivery date is 26 & received today,logistics,1,5,4,1,0,0
I ordered one and your sent another,logistics,0,1,4,1,0,1
Nice person who delivered item,logistics,2,2,4,2,1,0
Thank you so much for delivered my card,logistics,2,2,4,2,1,0
It is very fast. I am happy with the service,logistics,2,2,4,2,1,0
Delivery partner Is very polite .Good Good,logistics,2,2,4,2,1,0
This product is fake i want to return this or will complaint against your pages,logistics,0,1,4,0,4,2
Quick and fast delivery services,logistics,2,2,4,2,1,0
Very good.  Keep it up,logistics,2,2,4,2,1,0
I didnot receive the parcel delevery boy delever to wrong person,logistics,0,1,4,0,4,2
Nice experienc,logistics,2,2,4,2,1,0
Delivery boy ko bolane ki tamiz nahin hai,logistics,0,1,4,1,0,1
Please stop supporting fake company products.Blue dart should take serious action as you company reputation gets spoiled,logistics,0,1,4,0,4,2
Good services & Good employee's services ?,logistics,2,2,4,2,1,0
Delivery agent?s behaviour,logistics,1,5,4,1,0,0
Very smooth delivery process,logistics,2,2,4,2,1,0
2 days delay in delivery without giving proper information,logistics,0,0,0,0,4,2
He provides best delivery and delivery agent was good,logistics,2,2,4,2,1,0
Hsbsbs,logistics,1,5,4,1,0,0
Carry on with the good work,logistics,2,2,4,2,1,0
Thank you for good service for blue dart ??,logistics,2,2,4,2,1,0
Thank you for delivering my items. Im grateful.,logistics,2,2,4,2,1,0
Out delivery plus estimated time would help for the receiver to plan their day,logistics,1,5,4,1,0,0
Very professional and decent delivery partner,logistics,2,2,4,2,1,0
Your delivery boy was very cooperative and calm,logistics,2,2,4,2,1,0
Goat!!,logistics,2,2,4,2,1,0
Bhut ghatiya service hai khud Jake Lana pada Blue dart office se,logistics,0,1,4,1,0,1
The product was really Gud as well as quality of the fabric love it,logistics,2,2,4,2,1,0
Too much satisfied with the delivery,logistics,2,2,4,2,1,0
Very bed behaviour of delivery boy,logistics,0,1,4,1,0,1
Airbod nahi mila hai,logistics,0,1,4,1,0,1
Presently every thing is gr8.,logistics,2,2,4,2,1,0
Blue dart delivery staff is good ?,logistics,2,2,4,2,1,0
Very much poor sei,logistics,0,1,4,0,4,2
Blue dart se Harsh ko dhyanwand,logistics,2,2,4,2,1,0
He is a very nice person.,logistics,2,2,4,2,1,0
Thank you Nipu ?,logistics,2,2,4,2,1,0
Very much???,logistics,1,5,4,1,0,0
Very nice behavior of delivery person,logistics,2,2,4,2,1,0
Very good service from Ajith,logistics,2,2,4,2,1,0
I have not receive the package,logistics,0,1,4,1,0,1
Dilevery happened faster than i assume,logistics,2,2,4,2,1,0
Delivery is not on my exact address,logistics,0,1,4,1,0,1
Everything was good Fast delivery Good behaviour of delivery agent And the only thing which I don? like is your website make it more simple or easy to access and also provide agent contact number whenever my product is out of delivery,logistics,1,3,4,2,1,0
