text,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment
Not delivered on time delay more then 3days,0,0,0,delay,0
Thank you this it was good,2,2,4,fallback_support,2
He is professional and very polite. Wish him success in work space.,2,2,4,fallback_support,2
Keep up the good work by delivering shipments before or during the due time.,2,2,4,fallback_support,2
Best service best currier patner,2,2,4,fallback_support,2
I received message of delivery but actually there was no parcel courier received by us. Please call immediately on my mobile number 9820131216.,0,0,4,support,1
Shipment mot delivered,0,0,4,fallback_support,1
Time period of arrival would be of great help,1,2,4,fallback_support,2
Excellent service and politely behavior,2,2,3,behaviour,2
Hh ki igi,1,1,4,fallback_support,1
delivered on time and good delivery experience,2,2,4,fallback_support,2
A contact number of the delivery agent or a call before starting from the warehouse,1,1,4,support,1
Please improve on line tracking system and delivery lead time .,1,1,5,tracking,1
???? ????? ?????? ?? ?????? ?? ????? ???? ?? ??? ???,1,1,4,fallback_support,1
Hshshej,1,1,4,fallback_support,1
It's was all fine on the time of delivery,2,2,4,fallback_support,2
It was fine .,1,1,4,fallback_support,1
Wrong item is delivered to me. Mt product is missing,0,0,4,fallback_support,0
gentle man deliver me courier,2,2,4,fallback_support,2
Delivery person is very good & polite.,2,2,4,fallback_support,2
Delevery man says rudely,0,0,3,behaviour,0
Great courier delivery,2,2,4,fallback_support,2
If approximate time period is given,1,1,4,fallback_support,1
Very very very very very good,2,2,4,fallback_support,2
Verry good sirvice ??????,2,2,4,fallback_support,2
Very good service and delivered very early then expected,2,2,4,fallback_support,2
Nice management,2,2,4,fallback_support,2
Today fake product want return,0,0,7,refund,0
We always recommend to everyone for your services and it's excellent ??,2,2,4,fallback_support,2
I like you service good quality and satisfied your the best ? Thanks,2,2,4,fallback_support,2
It was nice delivery experience with blue Dart,2,2,4,fallback_support,2
Unsafe delivery without OTP validation on prepaid item.,0,0,4,fallback_support,1
You great ?,2,2,4,fallback_support,2
Completely defferent product mere sath scam ho gaya,0,0,4,fallback_support,1
Please keep it up this good work.,2,2,4,fallback_support,2
Original product nhi ha jo dikhaya tha 100wale lower ha,0,0,4,fallback_support,1
I have not received it!,0,0,2,damage_lost,0
Over let the product,1,1,4,fallback_support,1
It was easy to get my parcel,2,2,4,fallback_support,2
Delivery executive was so polite. Services are awesome.,2,2,4,fallback_support,2
Good. Delivered in time in good condition.,2,2,4,fallback_support,2
Anytime good delivery,2,2,4,fallback_support,2
nbb,1,1,4,fallback_support,1
Awesome service delivery tooFast. Polite behaviour of the delivery person.,2,2,3,behaviour,2
Twice this package was returned undelivered. But no one contacted me. Also I'm living in this address for the past 25 years. The address is also very much in the City location only. Don't know why it is was returned back,0,0,7,refund,0
Good services but one day late my parcle,1,0,0,delay,0
Ir is goid now,2,2,4,fallback_support,2
?too good,2,2,4,fallback_support,2
Very poor quality product. Not to usable.,0,0,4,fallback_support,0
Not received however incorrect Confirmation msg received that order was delevired.,0,0,2,damage_lost,0
Delivery boy had a good behaviour,2,2,3,behaviour,2
Very Cool and Good series,2,2,4,fallback_support,2
Blue dart has always been super logistics company.its fast and the best of best.,2,2,4,fallback_support,2
Please inform name of delivery agent to enable to adjust the time of delivery.,1,1,4,fallback_support,1
Before time delivery Savage ?,2,2,4,fallback_support,2
On time delivery.n I m satisfied.. thanks ?,2,2,4,fallback_support,2
The product quality is very bad.   There is no shine in gems . And looks like it's made in hurry and has not stick the gems properly. The product is not much good.,0,0,4,fallback_support,0
Very good service by the delivery persons,2,2,4,fallback_support,2
Delivery agent was good ?? and also polite,2,2,4,fallback_support,2
Good service polite and fast,2,2,4,fallback_support,2
Thank u for the material,2,2,4,fallback_support,2
Very fast service i am happy customer,2,2,4,fallback_support,2
Mkjjh,1,1,4,fallback_support,1
Excellent logistic service by the delivery man,2,2,4,fallback_support,2
First delivery boy call me & told that he not able to deliver in my door step he asked me to collect the parcel from my bus stand which 2km far from my home.After that I have raised complaint in pharmacy portal then he delivered my door step. So please inform your all delivery executive please don't harrasment to customer.,0,0,4,support,0
Polite and nice person.,2,2,4,fallback_support,2
Delivery was rescheduled with a reason that was untrue. I was present at the address during original delivery schedule. And suddenly it was rescheduled saying consignee not available which was completely false.,0,0,4,fallback_support,1
Delivery person was friendly and co operativeTimely Delivered,2,2,4,fallback_support,2
Awesome delivery person very kind,2,2,4,fallback_support,2
Good service best also good person..,2,2,4,fallback_support,2
Amazing service.. keep up the good work. Thanks Team.,2,2,4,fallback_support,2
faithful products only can be do this.,1,1,4,fallback_support,1
???? ?? ??? ??????? ???? ???? ????? ????,1,1,4,fallback_support,1
Best executives i have ever meet,2,2,4,fallback_support,2
By calling 2-3 hour before delivery,1,1,4,support,1
It's too good . This product works very good well.,2,2,4,fallback_support,2
Dilevery is delayed,0,0,0,delay,0
Incomplete and torn Delivery and 4 days behind the expected date,0,0,2,damage_lost,0
Awsome experience..its on time,2,2,4,fallback_support,2
Your services are so good and on time delivery,2,2,4,fallback_support,2
The delivery person not at all to handle a customer softly. His talk is so bitterly. On my side the delivery person should be punishable,0,0,4,fallback_support,1
Delivery partner was patient,2,2,4,fallback_support,2
The card was damaged in transit and the associate hid the card from me before taking my signature to confirm delivery and then refused to take the consignment back when I asked him to.,0,0,2,damage_lost,0
Delivery man was kind enough to safely handover the product.,2,2,4,fallback_support,2
on time delivery..,2,2,4,fallback_support,2
The product is not that I ordered the product is different,0,0,4,fallback_support,1
Time perfect,2,2,4,fallback_support,2
Ateekahmad,1,1,4,fallback_support,1
The package was not received by me. It was just kept at security and left. This being a sensitive and important document,0,0,2,damage_lost,0
Service very good ??,2,2,4,fallback_support,2
Well ontimed delivered,2,2,4,fallback_support,2
Your delivery method are good,2,2,4,fallback_support,2
Very well mannered n timely,2,2,4,fallback_support,2
Fast and speedy delivery service,2,2,4,fallback_support,2
Please deliver the order quickly. My order did not arrive on time so try to deliver it a little quickly.,0,0,4,fallback_support,2
Send the message on the mobile the day the courier has to be received by tge person at residence so we don't have to wait for the courier person.,1,1,4,fallback_support,1
The delivery person was so helpful and polite with minimal calling.,2,2,4,support,2
Excellent service and also delivery boy behavior is very good,2,2,3,behaviour,2
A reliable courier service,2,2,4,fallback_support,2
Blue dart in Kanchipuram has not delivered many of my packages ( cod),0,0,4,fallback_support,0
You guys are amezing ??you don't need to improve yourself... you're Perfect ??,2,2,4,fallback_support,2
The delivery man is a very sorted and always smiling guy.Very very pleasant behaviour,2,2,3,behaviour,2
Very good service nice and sweet deliverey boy,2,2,4,fallback_support,2
No need to change anything ??,2,2,4,fallback_support,2
Nice quick,2,2,4,fallback_support,2
Dileveryman is very good manners,2,2,4,fallback_support,2
No good sarvis,0,0,4,fallback_support,2
I was not able to pickup the call due to a Mobile Problem ( Ringtone ) Still the DELIVERY MAN knocked on my doorstep and delivered it to me Successfully,2,0,4,support,0
Delivery staff very cooperative and polite. Helps everytime he visits,2,2,4,fallback_support,2
Gode,1,1,4,fallback_support,1
I want to return my order because I ordered something else and received something else so return my money back to me !,0,0,7,refund,0
He was so polite.,2,2,4,fallback_support,2
Thanks for delivery fast,2,2,4,fallback_support,2
AExcellent,2,2,4,fallback_support,2
"Delivery man/person can add ""Thank you"" or ""Have a nice day"" after delivery",1,2,4,fallback_support,2
Nice service by tushar,2,2,4,fallback_support,2
Good service Bhot cute,2,2,4,fallback_support,2
Need to be more proactive wrt collection of shipment from originator like sbi cards as they are in the job of fooling customers wrt dispatch details,1,1,4,fallback_support,1
Jjvcc,1,1,4,fallback_support,1
over all service is good,2,2,4,fallback_support,2
Vbgg of,1,1,4,fallback_support,1
Extra delivery charge,0,0,4,fallback_support,1
The delivery person was extremely cooperative and helpful.,2,2,4,fallback_support,2
Call and update before delivery of consignment,1,1,5,tracking,1
Osam in time delivery,2,2,4,fallback_support,2
I didnt receive the parcel at all,0,0,4,fallback_support,1
I m happy with this,2,2,4,fallback_support,2
Proper msg,1,1,4,fallback_support,1
He is a good gay,2,2,4,fallback_support,2
My delivery date is 26 & received today,1,1,4,fallback_support,1
I ordered one and your sent another,0,0,4,fallback_support,1
Nice person who delivered item,2,2,4,fallback_support,2
Thank you so much for delivered my card,2,2,4,fallback_support,2
It is very fast. I am happy with the service,2,2,4,fallback_support,2
Delivery partner Is very polite .Good Good,2,2,4,fallback_support,2
This product is fake i want to return this or will complaint against your pages,0,0,7,refund,0
Quick and fast delivery services,2,2,4,fallback_support,2
Very good.  Keep it up,2,2,4,fallback_support,2
I didnot receive the parcel delevery boy delever to wrong person,0,0,4,fallback_support,0
Nice experienc,2,2,4,fallback_support,2
Delivery boy ko bolane ki tamiz nahin hai,0,0,4,fallback_support,1
Please stop supporting fake company products.Blue dart should take serious action as you company reputation gets spoiled,0,0,4,support,0
Good services & Good employee's services ?,2,2,4,fallback_support,2
Delivery agent?s behaviour,1,1,3,behaviour,1
Very smooth delivery process,2,2,4,fallback_support,2
2 days delay in delivery without giving proper information,0,0,0,delay,0
He provides best delivery and delivery agent was good,2,2,4,fallback_support,2
Hsbsbs,1,1,4,fallback_support,1
Carry on with the good work,2,2,4,fallback_support,2
Thank you for good service for blue dart ??,2,2,4,fallback_support,2
Thank you for delivering my items. Im grateful.,2,2,4,fallback_support,2
Out delivery plus estimated time would help for the receiver to plan their day,1,1,4,fallback_support,1
Very professional and decent delivery partner,2,2,4,fallback_support,2
Your delivery boy was very cooperative and calm,2,2,4,fallback_support,2
Goat!!,2,2,4,fallback_support,2
Bhut ghatiya service hai khud Jake Lana pada Blue dart office se,0,0,4,fallback_support,1
The product was really Gud as well as quality of the fabric love it,2,2,4,fallback_support,2
Too much satisfied with the delivery,2,2,4,fallback_support,2
