text,sentiment,customer_intent,primary_aspect,aspect_flag
Unsafe delivery without OTP validation on prepaid item.,0,0,4,fallback_support
You great ?,2,2,4,fallback_support
Completely defferent product mere sath scam ho gaya,0,0,4,fallback_support
Please keep it up this good work.,2,2,4,fallback_support
Original product nhi ha jo dikhaya tha 100wale lower ha,0,0,4,fallback_support
I have not received it!,0,0,2,damage_lost
Over let the product,1,1,4,fallback_support
It was easy to get my parcel,2,2,4,fallback_support
Delivery executive was so polite. Services are awesome.,2,2,4,fallback_support
Good. Delivered in time in good condition.,2,2,4,fallback_support
Anytime good delivery,2,2,4,fallback_support
nbb,1,1,4,fallback_support
Awesome service delivery tooFast. Polite behaviour of the delivery person.,2,2,4,fallback_support
Twice this package was returned undelivered. But no one contacted me. Also I'm living in this address for the past 25 years. The address is also very much in the City location only. Don't know why it is was returned back,0,0,4,support
Good services but one day late my parcle,1,0,0,delay
Ir is goid now,2,2,4,fallback_support
?too good,2,2,4,fallback_support
Very poor quality product. Not to usable.,0,0,4,fallback_support
Not received however incorrect Confirmation msg received that order was delevired.,0,0,2,damage_lost
Delivery boy had a good behaviour,2,2,4,fallback_support
Very Cool and Good series,2,2,4,fallback_support
Blue dart has always been super logistics company.its fast and the best of best.,2,2,4,fallback_support
Please inform name of delivery agent to enable to adjust the time of delivery.,1,1,4,fallback_support
Before time delivery Savage ?,2,2,4,fallback_support
On time delivery.n I m satisfied.. thanks ?,2,2,4,fallback_support
The product quality is very bad.   There is no shine in gems . And looks like it's made in hurry and has not stick the gems properly. The product is not much good.,0,0,4,fallback_support
Very good service by the delivery persons,2,2,4,fallback_support
Delivery agent was good ?? and also polite,2,2,4,fallback_support
Good service polite and fast,2,2,4,fallback_support
Thank u for the material,2,2,4,fallback_support
Very fast service i am happy customer,2,2,4,fallback_support
Mkjjh,1,1,4,fallback_support
Excellent logistic service by the delivery man,2,2,4,fallback_support
First delivery boy call me & told that he not able to deliver in my door step he asked me to collect the parcel from my bus stand which 2km far from my home.After that I have raised complaint in pharmacy portal then he delivered my door step. So please inform your all delivery executive please don't harrasment to customer.,0,0,4,support
Polite and nice person.,2,2,4,fallback_support
Delivery was rescheduled with a reason that was untrue. I was present at the address during original delivery schedule. And suddenly it was rescheduled saying consignee not available which was completely false.,0,0,4,fallback_support
Delivery person was friendly and co operativeTimely Delivered,2,2,4,fallback_support
Awesome delivery person very kind,2,2,4,fallback_support
Good service best also good person..,2,2,4,fallback_support
Amazing service.. keep up the good work. Thanks Team.,2,2,4,fallback_support
faithful products only can be do this.,1,1,4,fallback_support
???? ?? ??? ??????? ???? ???? ????? ????,1,1,4,fallback_support
Best executives i have ever meet,2,2,4,fallback_support
By calling 2-3 hour before delivery,1,1,4,support
It's too good . This product works very good well.,2,2,4,fallback_support
Dilevery is delayed,0,0,0,delay
Incomplete and torn Delivery and 4 days behind the expected date,0,0,2,damage_lost
Awsome experience..its on time,2,2,4,fallback_support
Your services are so good and on time delivery,2,2,4,fallback_support
The delivery person not at all to handle a customer softly. His talk is so bitterly. On my side the delivery person should be punishable,0,0,4,fallback_support
Delivery partner was patient,2,2,4,fallback_support
The card was damaged in transit and the associate hid the card from me before taking my signature to confirm delivery and then refused to take the consignment back when I asked him to.,0,0,2,damage_lost
Delivery man was kind enough to safely handover the product.,2,2,4,fallback_support
on time delivery..,2,2,4,fallback_support
The product is not that I ordered the product is different,0,0,4,fallback_support
Time perfect,2,2,4,fallback_support
Ateekahmad,1,1,4,fallback_support
The package was not received by me. It was just kept at security and left. This being a sensitive and important document,0,0,2,damage_lost
Service very good ??,2,2,4,fallback_support
Well ontimed delivered,2,2,4,fallback_support
Your delivery method are good,2,2,4,fallback_support
Very well mannered n timely,2,2,4,fallback_support
Fast and speedy delivery service,2,2,4,fallback_support
Please deliver the order quickly. My order did not arrive on time so try to deliver it a little quickly.,0,0,4,fallback_support
Send the message on the mobile the day the courier has to be received by tge person at residence so we don't have to wait for the courier person.,1,1,4,fallback_support
The delivery person was so helpful and polite with minimal calling.,2,2,4,support
Excellent service and also delivery boy behavior is very good,2,2,4,fallback_support
A reliable courier service,2,2,4,fallback_support
Blue dart in Kanchipuram has not delivered many of my packages ( cod),0,0,4,fallback_support
You guys are amezing ??you don't need to improve yourself... you're Perfect ??,2,2,4,fallback_support
The delivery man is a very sorted and always smiling guy.Very very pleasant behaviour,2,2,4,fallback_support
Very good service nice and sweet deliverey boy,2,2,4,fallback_support
No need to change anything ??,2,2,4,fallback_support
Nice quick,2,2,4,fallback_support
Dileveryman is very good manners,2,2,4,fallback_support
No good sarvis,0,0,4,fallback_support
I was not able to pickup the call due to a Mobile Problem ( Ringtone ) Still the DELIVERY MAN knocked on my doorstep and delivered it to me Successfully,2,0,4,support
Delivery staff very cooperative and polite. Helps everytime he visits,2,2,4,fallback_support
Gode,1,1,4,fallback_support
I want to return my order because I ordered something else and received something else so return my money back to me !,0,0,7,refund
He was so polite.,2,2,4,fallback_support
Thanks for delivery fast,2,2,4,fallback_support
AExcellent,2,2,4,fallback_support
"Delivery man/person can add ""Thank you"" or ""Have a nice day"" after delivery",1,2,4,fallback_support
Nice service by tushar,2,2,4,fallback_support
Good service Bhot cute,2,2,4,fallback_support
Need to be more proactive wrt collection of shipment from originator like sbi cards as they are in the job of fooling customers wrt dispatch details,1,1,4,fallback_support
Jjvcc,1,1,4,fallback_support
over all service is good,2,2,4,fallback_support
Vbgg of,1,1,4,fallback_support
Extra delivery charge,0,0,4,fallback_support
The delivery person was extremely cooperative and helpful.,2,2,4,fallback_support
Call and update before delivery of consignment,1,1,5,tracking
Osam in time delivery,2,2,4,fallback_support
I didnt receive the parcel at all,0,0,4,fallback_support
I m happy with this,2,2,4,fallback_support
Proper msg,1,1,4,fallback_support
He is a good gay,2,2,4,fallback_support
My delivery date is 26 & received today,1,1,4,fallback_support
I ordered one and your sent another,0,0,4,fallback_support
Nice person who delivered item,2,2,4,fallback_support
Thank you so much for delivered my card,2,2,4,fallback_support
It is very fast. I am happy with the service,2,2,4,fallback_support
Delivery partner Is very polite .Good Good,2,2,4,fallback_support
This product is fake i want to return this or will complaint against your pages,0,0,4,support
Quick and fast delivery services,2,2,4,fallback_support
Very good.  Keep it up,2,2,4,fallback_support
I didnot receive the parcel delevery boy delever to wrong person,0,0,4,fallback_support
Nice experienc,2,2,4,fallback_support
Delivery boy ko bolane ki tamiz nahin hai,0,0,4,fallback_support
Please stop supporting fake company products.Blue dart should take serious action as you company reputation gets spoiled,0,0,4,support
Good services & Good employee's services ?,2,2,4,fallback_support
Delivery agent?s behaviour,1,1,4,fallback_support
Very smooth delivery process,2,2,4,fallback_support
2 days delay in delivery without giving proper information,0,0,0,delay
He provides best delivery and delivery agent was good,2,2,4,fallback_support
Hsbsbs,1,1,4,fallback_support
Carry on with the good work,2,2,4,fallback_support
Thank you for good service for blue dart ??,2,2,4,fallback_support
Thank you for delivering my items. Im grateful.,2,2,4,fallback_support
Out delivery plus estimated time would help for the receiver to plan their day,1,1,4,fallback_support
Very professional and decent delivery partner,2,2,4,fallback_support
Your delivery boy was very cooperative and calm,2,2,4,fallback_support
Goat!!,2,2,4,fallback_support
Bhut ghatiya service hai khud Jake Lana pada Blue dart office se,0,0,4,fallback_support
The product was really Gud as well as quality of the fabric love it,2,2,4,fallback_support
Too much satisfied with the delivery,2,2,4,fallback_support
Very bed behaviour of delivery boy,0,0,4,fallback_support
Airbod nahi mila hai,0,0,4,fallback_support
Presently every thing is gr8.,2,2,4,fallback_support
Blue dart delivery staff is good ?,2,2,4,fallback_support
Very much poor sei,0,0,4,fallback_support
Blue dart se Harsh ko dhyanwand,2,2,4,fallback_support
He is a very nice person.,2,2,4,fallback_support
Thank you Nipu ?,2,2,4,fallback_support
Very much???,1,1,4,fallback_support
Very nice behavior of delivery person,2,2,4,fallback_support
Very good service from Ajith,2,2,4,fallback_support
I have not receive the package,0,0,4,fallback_support
Dilevery happened faster than i assume,2,2,4,fallback_support
Delivery is not on my exact address,0,0,4,fallback_support
Everything was good Fast delivery Good behaviour of delivery agent And the only thing which I don? like is your website make it more simple or easy to access and also provide agent contact number whenever my product is out of delivery,1,2,4,support
