text,industry,sentiment,customer_intent,primary_aspect,aspect_flag,aspect_sentiment,emotion,priority,primary_aspect_name
Very bad service ordered date of product is 5 may and received today on 28 may pathetic service,logistics,0,0,7,fallback_support,0,3,2,service_quality
Worst service ever..delivery person was very rude... worst worst worst delivery ever ...even i was saying the whole address he was just wasting my time ...what else needed if some one is saying the house number and gali no ...worst delivery boy ..he was standing infront of house mo 77 but he was not getting house no 76..i told he to ask anyone and he rudely disconnected the call..i was trying to contact but he was even disconnectiong the call..please remove such person..worst experience ever...,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
Quick and sturdy,logistics,2,2,7,fallback_support,2,1,0,service_quality
Please try to give an option for the coustomer to take the delivery during his working hours or in the college timings,logistics,1,1,7,fallback_support,1,0,0,service_quality
It's better at the moment,logistics,1,1,7,fallback_support,1,0,0,service_quality
Delivery time slot option should be given to the customer.,logistics,1,1,7,fallback_support,1,0,0,service_quality
Delivery was done within time and the service provider was very polite.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delevery agent refused to deliver it to door step,logistics,0,0,7,fallback_support,1,0,1,service_quality
Delivery boy impression was good and polite,logistics,2,2,7,fallback_support,2,1,0,service_quality
Courteous staff and timely delivery. Nothing better than Blue Dart in Inter City Delivery,logistics,2,2,7,fallback_support,2,4,3,service_quality
Was happy that the delivery staff checked id proof while handing over the document,logistics,2,2,7,fallback_support,2,1,0,service_quality
Your logistics services are very good...will definitely recommend  to my friends and family ???,logistics,2,2,7,fallback_support,2,1,0,service_quality
It is awesome... i would like to shopping more from this brand...?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Fast delivery..good behaviour,logistics,2,2,7,behaviour,2,1,0,service_quality
I got scammed by the seller,logistics,0,0,7,fallback_support,1,4,3,service_quality
Good service. Behaviour of the delivery executive was very good.,logistics,2,2,7,behaviour,2,1,0,service_quality
Very good ? s,logistics,2,2,7,fallback_support,2,1,0,service_quality
Blue Dart Delivery is fast and it's very comfortable with shipment ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good and friendly service.,logistics,2,2,7,fallback_support,2,1,0,service_quality
My order doesn't delivered to me and blue cart Showed us that our order is delivered,logistics,0,0,7,fallback_support,1,0,1,service_quality
Very cool timely delivery. Courteous delivery person.,logistics,2,2,7,fallback_support,2,4,3,service_quality
Service is hopeless due not sincere in time,logistics,0,0,7,fallback_support,1,0,1,service_quality
All is ?????,logistics,1,1,7,fallback_support,1,0,0,service_quality
Extremely efficient,logistics,2,2,7,fallback_support,2,1,0,service_quality
Excellent so fart di,logistics,2,2,7,fallback_support,2,1,0,service_quality
Allover good.,logistics,2,2,7,fallback_support,2,1,0,service_quality
We are happy with delivery boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
DELIVERED ON TIME,logistics,2,2,7,fallback_support,2,1,0,service_quality
Services are too good,logistics,2,2,7,fallback_support,2,1,0,service_quality
Tracking could be better,logistics,1,1,4,tracking,1,0,1,tracking_updates
In rainy season delivery man should not concern about the rain water.,logistics,1,1,7,fallback_support,1,2,1,service_quality
Super and great ? service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery boy not talking politely...plz instruct him...,logistics,0,0,7,fallback_support,2,0,1,service_quality
Late dilevery 24th ko parcel receive hona tha 27th ko aaya hai woh bhi jab castomer care ko call ki hai isliye.,logistics,0,0,0,delay,0,3,2,delivery_failures
Thanks for you Dilevery,logistics,2,2,7,fallback_support,2,1,0,service_quality
The package is not delivered to the address I personally have to go to the office to receive it.,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
Kotak Mahindra mein liye bahut achcha hai,logistics,2,2,7,fallback_support,2,1,0,service_quality
I am very happy.Delivery is wonderful.,logistics,2,2,7,fallback_support,2,1,0,service_quality
The delivery executive was good and courteous.,logistics,2,2,7,fallback_support,2,4,3,service_quality
I am delivered a parcel with rocks,logistics,0,0,7,fallback_support,1,0,1,service_quality
The delivery I got was in good condition I got delivery on,logistics,2,2,7,fallback_support,2,1,0,service_quality
Parcel found empty. Request to hold payment.,logistics,0,0,7,fallback_support,1,0,1,service_quality
Maine Jo Saman mangaya tha vah yah Mera nahin Hai yah wala Saman mere ko refund karna hai mujhe dusra chahie Varna Mera Paisa wapas karo,logistics,0,0,7,refund,0,4,3,service_quality
The service was okay as the person who call was rude.The way he was talking was not good...PLEASE ASK HIM TO ENHANCE HIS COMMUNICATION SKILL AND BE KIND.,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
Delivery was very fast and convenient. Delivery boy Mr. Surendra singh was very helpful. Thank you for your service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Prompt Service as per message,logistics,2,2,7,fallback_support,2,1,0,service_quality
TAT should be improved. Item delivered after complaint.,logistics,1,1,7,support,0,3,2,service_quality
YOUR SERVICE IS VERY EXCELLENT.NO WORDS SAYING ANYTHING FOR YOUR SERVICE.YOUR TEAM ONE OF THE BEST TEAM.I M PROUD OF YOU AND YOUR SERVICE.THANKS JAY HIND,logistics,2,2,7,fallback_support,2,1,0,service_quality
You are good ..,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery person was very kind and understandable person. Blue Dart should encourage and promote such delivery person. He is very punctual and polite. True to the work and Customers,logistics,2,2,7,fallback_support,2,1,0,service_quality
Servic no,logistics,1,1,7,fallback_support,1,0,0,service_quality
Not received any shipment at my address,logistics,0,0,7,damage_lost,0,4,3,service_quality
Time should be maintained,logistics,1,1,7,fallback_support,1,0,0,service_quality
Ahmed khan,logistics,1,1,7,fallback_support,1,0,0,service_quality
I received one of the best online service .Thanks to blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
Love the service !,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good service Akshay nice work exlent working with blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very good service chaubey excellent,logistics,2,2,7,fallback_support,2,1,0,service_quality
delivery person?s behaviour very helpful,logistics,2,2,7,behaviour,2,1,0,service_quality
Very bad service in my area.This is my pin code 788722,logistics,0,0,7,fallback_support,0,3,2,service_quality
I didn't receive the parcels,logistics,0,0,7,fallback_support,1,0,1,service_quality
Parcel delivered two days after the delivery date,logistics,0,0,7,fallback_support,1,0,1,service_quality
Had a great delivery experience,logistics,2,2,7,fallback_support,2,1,0,service_quality
"The delivery boy kept the parcel with him for 2 days and updated the status at 9 pm on both the days that ""Attempted delivery but consignee was not available""",logistics,0,0,7,fallback_support,1,0,1,service_quality
I don't receive one item,logistics,0,0,7,fallback_support,1,0,1,service_quality
Delivery person's behavior was so nice,logistics,2,2,7,behaviour,2,1,0,service_quality
Ishsuhsisgsigeishsush sjeb issbne,logistics,1,1,7,fallback_support,1,0,0,service_quality
Nothing to improve all fine delivery service,logistics,2,2,7,fallback_support,2,1,0,service_quality
Djdjsj,logistics,1,1,7,fallback_support,1,0,0,service_quality
Nice ? prodect,logistics,2,2,7,fallback_support,2,1,0,service_quality
Not delivered do far,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
We need exchange,logistics,0,0,7,refund,0,4,3,service_quality
He didn? even ask for otp n also did my signature on his own. When I asked for it he said it? not required,logistics,0,0,7,fallback_support,1,0,1,service_quality
Staff Is good but quality is shit,logistics,0,0,7,fallback_support,2,1,1,service_quality
It is good already.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Great service by Rajiv Yadav,logistics,2,2,7,fallback_support,2,1,0,service_quality
Received an item late than promised date of delivery,logistics,0,0,0,delay,0,3,2,delivery_failures
Rahj,logistics,1,1,7,fallback_support,1,0,0,service_quality
Always worst,logistics,0,0,7,fallback_support,0,3,2,service_quality
U send a wrong product and worst product to me please take a return this product,logistics,0,0,7,refund,0,4,3,service_quality
Nice service. Keep in the same spirit,logistics,2,2,7,fallback_support,2,1,0,service_quality
Service is quite good.  Keep it up!Ss,logistics,2,2,7,fallback_support,2,1,0,service_quality
Your delivery team seems to be the best,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good behaviour and prompt delivery,logistics,2,2,7,behaviour,2,1,0,service_quality
Activeness is the biggest key for success,logistics,1,1,7,fallback_support,1,0,0,service_quality
Good and keep the same good service to the customers,logistics,2,2,7,fallback_support,2,1,0,service_quality
Blue Dart is always best..keep it up ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good delivery man And my product condition also good in condition,logistics,2,2,7,fallback_support,2,1,0,service_quality
Yadav bhai ache the itti barish me hlbhi wo parcel ghar tak deliver karne gaye TYSM.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Contact of the delivery person,logistics,1,1,7,support,1,0,0,service_quality
Good person Timely delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
Not delivered  two daysI went and collect,logistics,0,0,0,fallback_support,0,3,2,delivery_failures
Rude delivery partner. Did not give home delivery instead called to pick outdoors,logistics,0,0,2,behaviour,0,3,2,agent_behaviour
I have to collect my parcel from blue dart office,logistics,0,0,7,fallback_support,1,0,1,service_quality
fast  and polite,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good courier service blue dart,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good Experience and delivery was fast.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Good Men ?,logistics,2,2,7,fallback_support,2,1,0,service_quality
Excellent ? job good,logistics,2,2,7,fallback_support,2,1,0,service_quality
Best service. Nothing to improve upon.,logistics,2,2,7,fallback_support,2,1,0,service_quality
Timely delivered my order thanx to blue dart and courier boy,logistics,2,2,7,fallback_support,2,1,0,service_quality
The box was severely damaged and out of shape. Some of the contents inside the box were also damaged but they are in usable condition. Did not expect this kind of package handling from Blue Dart.,logistics,0,0,5,damage_lost,0,4,3,damaged_package
Nice guy .,logistics,2,2,7,fallback_support,2,1,0,service_quality
Goood service tq,logistics,2,2,7,fallback_support,2,1,0,service_quality
1 day delivery from Mumbai,logistics,2,2,7,fallback_support,2,1,0,service_quality
Jaisa expact ki waisa bilkul bhi nhi h,logistics,0,0,7,fallback_support,1,0,1,service_quality
Gwh,logistics,1,1,7,fallback_support,1,0,0,service_quality
Already too good delivery,logistics,2,2,7,fallback_support,2,1,0,service_quality
Delivery was in time and with good manner,logistics,2,2,7,fallback_support,2,1,0,service_quality
Very nice bheviour and good man,logistics,2,2,7,fallback_support,2,1,0,service_quality
An excellent services,logistics,2,2,7,fallback_support,2,1,0,service_quality
How can we return our product,logistics,1,1,7,refund,1,0,0,service_quality
Very Nice delivered,logistics,2,2,7,fallback_support,2,1,0,service_quality
